,image,date,worker,height,width,task,type,region,disease,crop,area,grow,risk,points
77,V006_80_1_01_01_03_23_2_6743y_20201114_10.jpg,2020/11/14,,2448,3264,80,,1,1,1,3,23,2,"[{'xtl': 404, 'ytl': 275, 'xbr': 2965, 'ybr': 2342}]"
78,V006_80_1_02_01_03_23_3_1335y_20201029_2.jpg,2020/10/29,,3024,4032,80,,12,2,1,3,23,3,"[{'xtl': 44, 'ytl': 752, 'xbr': 3744, 'ybr': 2012}]"
79,V006_80_1_02_01_03_23_3_2186r_20200924_4.jpg,2020/09/24,,2268,4032,80,,11,2,1,3,23,3,"[{'xtl': 1207, 'ytl': 630, 'xbr': 3513, 'ybr': 1699}]"
80,V006_80_1_02_01_03_23_3_2181r_20201016_27.jpg,2020/10/16,,2268,4032,80,,11,2,1,3,23,3,"[{'xtl': 2436, 'ytl': 602, 'xbr': 4032, 'ybr': 1874}]"
81,V006_80_1_02_01_03_23_3_1335y_20201029_3.jpg,2020/10/29,,3024,4032,80,,12,2,1,3,23,3,"[{'xtl': 212, 'ytl': 1036, 'xbr': 3884, 'ybr': 2480}]"
82,V006_80_1_01_01_03_23_2_6743y_20201114_11.jpg,2020/11/14,,2448,3264,80,,1,1,1,3,23,2,"[{'xtl': 146, 'ytl': 621, 'xbr': 3151, 'ybr': 1942}]"
83,V006_80_1_02_01_03_23_3_0325y_20201113_9.jpg,2020/11/13,,2992,2992,80,,12,2,1,3,23,3,"[{'xtl': 348, 'ytl': 1254, 'xbr': 1556, 'ybr': 2390}]"
84,V006_80_1_02_01_03_23_3_2370b_20201121_5.jpg,2020/11/21,,3024,4032,80,,11,2,1,3,23,3,"[{'xtl': 1452, 'ytl': 724, 'xbr': 2517, 'ybr': 2115}]"
85,V006_80_1_01_01_03_23_1_6743y_20201023_224.jpg,2020/10/23,,2448,3264,80,,1,1,1,3,23,1,"[{'xtl': 271, 'ytl': 117, 'xbr': 2930, 'ybr': 2448}]"
86,V006_80_1_02_01_04_23_3_2581b_20201115_20.jpg,2020/11/15,,1242,1656,80,,10,2,1,4,23,3,"[{'xtl': 142, 'ytl': 47, 'xbr': 1612, 'ybr': 985}]"
87,V006_80_1_01_01_03_23_2_9698b_20201015_120.jpg,2020/10/15,,3480,4640,80,,1,1,1,3,23,2,"[{'xtl': 530, 'ytl': 517, 'xbr': 4640, 'ybr': 3077}]"
88,V006_80_1_01_01_03_23_1_9698b_20201022_208.jpg,2020/10/22,,3132,4176,80,,1,1,1,3,23,1,"[{'xtl': 523, 'ytl': 0, 'xbr': 3353, 'ybr': 2888}]"
89,V006_80_1_02_01_04_23_3_4596y_20201006_10.jpg,2020/10/06,,2592,4608,80,,12,2,1,5,23,3,"[{'xtl': 3604, 'ytl': 376, 'xbr': 3800, 'ybr': 526}]"
90,V006_80_1_01_01_03_23_1_9698b_20200925_63.jpg,2020/09/25,,3480,4640,80,,1,1,1,3,23,1,"[{'xtl': 8, 'ytl': 589, 'xbr': 4628, 'ybr': 3329}]"
91,V006_80_1_02_01_03_23_3_0548r_20200917_9.jpg,2020/09/17,,2208,1656,80,,11,2,1,11,23,3,"[{'xtl': 8, 'ytl': 61, 'xbr': 1436, 'ybr': 2141}]"
92,V006_80_1_02_01_04_23_3_4596y_20201006_11.jpg,2020/10/06,,2592,4608,80,,12,2,1,5,23,3,"[{'xtl': 3145, 'ytl': 952, 'xbr': 3285, 'ybr': 1111}]"
93,V006_80_1_02_01_04_23_3_2581b_20201115_21.jpg,2020/11/15,,2208,1656,80,,10,2,1,4,23,3,"[{'xtl': 101, 'ytl': 220, 'xbr': 1644, 'ybr': 1510}]"
94,V006_80_1_01_01_03_23_1_9698b_20201022_209.jpg,2020/10/22,,2722,3629,80,,1,1,1,3,23,1,"[{'xtl': 126, 'ytl': 275, 'xbr': 3494, 'ybr': 2595}]"
95,V006_80_1_01_01_03_23_2_9698b_20201015_121.jpg,2020/10/15,,3480,4640,80,,1,1,1,3,23,2,"[{'xtl': 1110, 'ytl': 577, 'xbr': 4640, 'ybr': 3137}]"
96,V006_80_1_02_01_04_23_3_2181r_20201021_32.jpg,2020/10/21,,2268,4032,80,,11,2,1,11,23,3,"[{'xtl': 1320, 'ytl': 106, 'xbr': 1820, 'ybr': 1186}]"
97,V006_80_1_01_01_03_23_1_9181y_20201019_160.jpg,2020/10/19,,3480,4640,80,,1,1,1,3,23,1,"[{'xtl': 1200, 'ytl': 1250, 'xbr': 3440, 'ybr': 3480}]"
98,V006_80_1_01_01_03_23_1_9698b_20201026_239.jpg,2020/10/26,,3132,4176,80,,1,1,1,3,23,1,"[{'xtl': 988, 'ytl': 113, 'xbr': 3798, 'ybr': 3063}]"
99,V006_80_1_01_01_03_23_1_1483y_20201028_265.jpg,2020/10/28,,3480,4640,80,,1,1,1,9,23,1,"[{'xtl': 208, 'ytl': 381, 'xbr': 4608, 'ybr': 2761}]"
100,V006_80_1_01_01_03_23_1_9181y_20201019_161.jpg,2020/10/19,,3480,4640,80,,,1,1,,23,1,"[{'xtl': 705, 'ytl': 390, 'xbr': 3230, 'ybr': 3290}]"
101,V006_80_1_01_01_03_23_1_1483y_20201028_264.jpg,2020/10/28,,3480,4640,80,,1,1,1,9,23,1,"[{'xtl': 1388, 'ytl': 821, 'xbr': 4640, 'ybr': 2971}]"
102,V006_80_1_01_01_03_23_1_9698b_20201026_238.jpg,2020/10/26,,3132,4176,80,,1,1,1,3,23,1,"[{'xtl': 798, 'ytl': 263, 'xbr': 3648, 'ybr': 3132}]"
103,V006_80_1_01_01_03_23_1_9698b_20201019_161.jpg,2020/10/19,,3480,4640,80,,,1,1,,23,1,"[{'xtl': 30, 'ytl': 695, 'xbr': 3705, 'ybr': 3135}]"
104,V006_80_1_02_01_04_23_3_3162y_20201005_7.jpg,2020/10/05,,3024,4032,80,,12,2,1,4,23,3,"[{'xtl': 1183, 'ytl': 678, 'xbr': 2456, 'ybr': 2688}]"
105,V006_80_1_02_01_04_23_3_4596y_20201127_12.jpg,2020/11/27,,2268,4032,80,,12,2,1,4,23,3,"[{'xtl': 1496, 'ytl': 1759, 'xbr': 1756, 'ybr': 1893}]"
106,V006_80_1_01_01_03_23_1_9698b_20201005_76.jpg,2020/10/05,,2448,3264,80,,1,1,1,3,23,1,"[{'xtl': 162, 'ytl': 380, 'xbr': 3178, 'ybr': 2350}]"
107,V006_80_1_02_01_04_23_3_2181r_20200916_1.jpg,2020/09/16,,2268,4032,80,,11,4,2,5,23,3,"[{'xtl': 1068, 'ytl': 994, 'xbr': 2316, 'ybr': 1498}]"
108,V006_80_1_01_01_03_23_1_9698b_20201005_77.jpg,2020/10/05,,3480,4640,80,,1,1,1,3,23,1,"[{'xtl': 1100, 'ytl': 5, 'xbr': 4635, 'ybr': 3475}]"
109,V006_80_1_02_01_04_23_3_0548r_20201121_69.jpg,2020/11/21,,1960,4032,80,,11,2,1,5,23,3,"[{'xtl': 1606, 'ytl': 537, 'xbr': 2621, 'ybr': 1960}]"
110,V006_80_1_02_01_03_23_3_4596y_20201124_3.jpg,2020/11/24,,2992,2992,80,,12,2,1,3,23,3,"[{'xtl': 1028, 'ytl': 292, 'xbr': 2428, 'ybr': 1896}]"
111,V006_80_1_02_01_04_23_3_2581b_20200918_21.jpg,2020/09/18,,1242,1656,80,,11,2,1,10,23,3,"[{'xtl': 112, 'ytl': 333, 'xbr': 1624, 'ybr': 1193}]"
112,V006_80_1_02_01_04_23_3_3725y_20201127_11.jpg,2020/11/27,,3024,4032,80,,12,2,1,3,23,3,"[{'xtl': 1708, 'ytl': 1268, 'xbr': 3100, 'ybr': 2040}]"
113,V006_80_1_02_01_04_23_2_2186r_20200922_2.jpg,2020/09/22,,2268,4032,80,,11,2,1,4,23,2,"[{'xtl': 1971, 'ytl': 638, 'xbr': 2516, 'ybr': 1767}]"
114,V006_80_1_01_01_03_23_1_5720y_20201117_1.jpg,2020/11/17,,2448,3264,80,,1,1,1,3,23,1,"[{'xtl': 1039, 'ytl': 384, 'xbr': 3093, 'ybr': 2057}]"
115,V006_80_1_02_01_03_23_3_0548r_20200916_1.jpg,2020/09/16,,1960,4032,80,,11,2,1,9,23,3,"[{'xtl': 2331, 'ytl': 339, 'xbr': 4002, 'ybr': 1960}]"
116,V006_80_1_02_01_04_23_3_3725y_20201127_10.jpg,2020/11/27,,3024,4032,80,,12,2,1,4,23,3,"[{'xtl': 996, 'ytl': 752, 'xbr': 1768, 'ybr': 2468}]"
117,V006_80_1_01_01_03_23_1_3903y_20201015_123.jpg,2020/10/15,,3480,4640,80,,1,1,1,3,23,1,"[{'xtl': 455, 'ytl': 460, 'xbr': 4590, 'ybr': 3480}]"
118,V006_80_1_02_01_04_23_3_4142r_20200917_68.jpg,2020/09/17,,1280,1920,80,,11,2,1,3,23,3,"[{'xtl': 697, 'ytl': 484, 'xbr': 1436, 'ybr': 860}]"
119,V006_80_1_01_01_03_23_2_1483y_20201019_165.jpg,2020/10/19,,2448,3264,80,,1,1,1,9,23,2,"[{'xtl': 147, 'ytl': 406, 'xbr': 3264, 'ybr': 2426}]"
120,V006_80_1_01_01_03_23_1_3903y_20201015_122.jpg,2020/10/15,,3024,4032,80,,1,1,1,3,23,1,"[{'xtl': 588, 'ytl': 532, 'xbr': 3708, 'ybr': 2748}]"
121,V006_80_1_01_01_03_23_2_1483y_20201019_164.jpg,2020/10/19,,2448,3264,80,,1,1,1,9,23,2,"[{'xtl': 77, 'ytl': 46, 'xbr': 2697, 'ybr': 2446}]"
122,V006_80_1_01_01_03_23_2_9698b_20201118_3.jpg,2020/11/18,,2448,3264,80,,1,1,1,3,23,2,"[{'xtl': 194, 'ytl': 485, 'xbr': 3246, 'ybr': 1625}]"
123,V006_80_1_01_01_03_23_1_9698b_20200918_31.jpg,2020/09/18,,2448,3264,80,,1,1,1,3,23,1,"[{'xtl': 0, 'ytl': 344, 'xbr': 3255, 'ybr': 2414}]"
124,V006_80_1_01_01_03_23_1_9698b_20201012_97.jpg,2020/10/12,,3480,4640,80,,1,1,1,3,23,1,"[{'xtl': 485, 'ytl': 225, 'xbr': 4635, 'ybr': 2990}]"
125,V006_80_1_01_01_03_23_1_9698b_20201012_96.jpg,2020/10/12,,3024,4032,80,,1,1,1,3,23,1,"[{'xtl': 8, 'ytl': 560, 'xbr': 4032, 'ybr': 2068}]"
126,V006_80_1_01_01_03_23_1_1483y_20201007_81.jpg,2020/10/07,,3024,4032,80,,1,1,1,3,23,1,"[{'xtl': 356, 'ytl': 635, 'xbr': 4009, 'ybr': 2748}]"
127,V006_80_1_01_01_03_23_1_9698b_20201008_87.jpg,2020/10/08,,3480,4640,80,,1,1,1,3,23,1,"[{'xtl': 495, 'ytl': 370, 'xbr': 4640, 'ybr': 3475}]"
128,V006_80_1_01_01_03_23_2_1483y_20200918_24.jpg,2020/09/18,,2448,3264,80,,1,1,1,9,23,2,"[{'xtl': 32, 'ytl': 376, 'xbr': 2392, 'ybr': 2426}]"
129,V006_80_1_02_01_04_23_3_3725y_20201028_13.jpg,2020/10/28,,3024,4032,80,,12,2,1,4,23,3,"[{'xtl': 920, 'ytl': 164, 'xbr': 2580, 'ybr': 1932}]"
130,V006_80_1_02_01_04_23_3_2581b_20201128_5.jpg,2020/11/28,,2268,4032,80,,11,2,1,11,23,3,"[{'xtl': 810, 'ytl': 15, 'xbr': 1908, 'ybr': 2030}]"
131,V006_80_1_02_01_03_23_3_4596y_20200929_4.jpg,2020/09/29,,2592,4608,80,,12,2,1,3,23,3,"[{'xtl': 2007, 'ytl': 1359, 'xbr': 2514, 'ybr': 1666}]"
