,image,date,worker,height,width,task,type,region,disease,crop,area,grow,risk,points
37,V006_80_0_00_01_04_26_0_b06_20201201_0142_S01_1.jpg,2020/12/01,,2196,4640,80,0,,0,1,4,26,0,"[{'xtl': 0, 'ytl': 0, 'xbr': 2879, 'ybr': 1439}]"
38,V006_80_0_00_01_04_26_0_b06_20201201_0157_S01_1.jpg,2020/12/01,,2196,4640,80,0,,0,1,4,26,0,"[{'xtl': 528, 'ytl': 348, 'xbr': 3122, 'ybr': 1081}]"
39,V006_80_0_00_01_05_26_0_c31_20201216_0284_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 256, 'ytl': 2379, 'xbr': 957, 'ybr': 4032}]"
40,V006_80_0_00_01_03_25_0_c13_20201028_0266_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 94, 'ytl': 309, 'xbr': 4032, 'ybr': 2879}]"
41,V006_80_0_00_01_03_25_0_c13_20201028_0273_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 348, 'ytl': 169, 'xbr': 3475, 'ybr': 2420}]"
42,V006_80_0_00_01_05_26_0_c31_20201216_0291_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 942, 'ytl': 1453, 'xbr': 1316, 'ybr': 4032}]"
43,V006_80_0_00_01_04_25_0_c13_20201028_0045_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 0, 'xbr': 3664, 'ybr': 1748}]"
44,V006_80_0_00_01_04_25_0_c13_20201028_0050_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 1037, 'xbr': 4032, 'ybr': 2207}]"
45,V006_80_0_00_01_05_26_0_c31_20201216_1275_S01_1.jpg,2020/12/16,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 727, 'ytl': 800, 'xbr': 2402, 'ybr': 4032}]"
46,V006_80_0_00_01_05_26_0_c31_20201216_1260_S01_1.jpg,2020/12/16,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 0, 'ytl': 2249, 'xbr': 2239, 'ybr': 4032}]"
47,V006_80_0_00_01_05_26_0_c31_20201216_0969_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 867, 'ytl': 5, 'xbr': 1045, 'ybr': 3482}]"
48,V006_80_0_00_01_04_26_0_c31_20201203_0040_S01_1.jpg,2020/12/03,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 1350, 'ytl': 1156, 'xbr': 1639, 'ybr': 3233}]"
49,V006_80_0_00_01_04_26_0_c31_20201203_0055_S01_1.jpg,2020/12/03,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 1203, 'ytl': 1579, 'xbr': 1643, 'ybr': 3126}]"
50,V006_80_0_00_01_03_25_0_c16_20201103_0035_S01_1.JPG,2020/11/03,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 1109, 'ytl': 616, 'xbr': 4024, 'ybr': 2272}]"
51,V006_80_0_00_01_03_25_0_c16_20201103_0020_S01_1.JPG,2020/11/03,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 502, 'ytl': 495, 'xbr': 3260, 'ybr': 2888}]"
52,V006_80_0_00_01_04_25_0_c06_20201030_0029_S01_1.jpg,2020/10/30,,3024,3024,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 1312, 'xbr': 3024, 'ybr': 2232}]"
53,V006_80_0_00_01_04_25_0_c17_20201030_0003_S01_1.jpg,2020/10/30,,3000,4000,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 1236, 'xbr': 4000, 'ybr': 1956}]"
54,V006_80_0_00_01_04_25_0_c17_20201030_0016_S01_1.jpg,2020/10/30,,3000,4000,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 1188, 'xbr': 4000, 'ybr': 1808}]"
55,V006_80_0_00_01_03_25_0_c01_20201029_0177_S01_1.jpg,2020/10/29,,2268,4032,80,0,,0,1,3,25,0,"[{'xtl': 1090, 'ytl': 251, 'xbr': 3530, 'ybr': 1746}]"
56,V006_80_0_00_01_03_25_0_c01_20201029_0162_S01_1.jpg,2020/10/29,,2268,4032,80,0,,0,1,3,25,0,"[{'xtl': 1384, 'ytl': 151, 'xbr': 3054, 'ybr': 1777}]"
57,V006_80_0_00_01_04_26_0_c17_20201124_0005_S01_1.jpg,2020/11/24,,4000,3000,80,0,,0,1,4,26,0,"[{'xtl': 1192, 'ytl': 0, 'xbr': 1852, 'ybr': 4000}]"
58,V006_80_0_00_01_05_25_0_c06_20201028_0153_S01_1.jpg,2020/10/28,,3024,3024,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 275, 'xbr': 3024, 'ybr': 2825}]"
59,V006_80_0_00_01_05_25_0_c06_20201028_0146_S01_1.jpg,2020/10/28,,3024,3024,80,0,,0,1,5,25,0,"[{'xtl': 376, 'ytl': 0, 'xbr': 3024, 'ybr': 3024}]"
60,V006_80_0_00_01_04_26_0_c31_20201203_0208_S01_1.jpg,2020/12/03,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 2392, 'ytl': 0, 'xbr': 2880, 'ybr': 1637}]"
61,V006_80_0_00_01_03_25_0_b06_20201028_0038_S01_1.jpg,2020/10/28,,2196,4640,80,0,,0,1,3,25,0,"[{'xtl': 990, 'ytl': 28, 'xbr': 3210, 'ybr': 2047}]"
62,V006_80_0_00_01_04_25_0_c42_20201020_0140_S01_1.jpg,2020/10/20,,2448,3264,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 1123, 'xbr': 3264, 'ybr': 2030}]"
63,V006_80_0_00_01_04_25_0_c42_20201020_0155_S01_1.jpg,2020/10/20,,2448,3264,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 1086, 'xbr': 3264, 'ybr': 2110}]"
64,V006_80_0_00_01_03_25_0_c12_20201022_0100_S01_1.JPG,2020/10/22,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 1534, 'ytl': 506, 'xbr': 3070, 'ybr': 2581}]"
65,V006_80_0_00_01_04_26_0_b07_20201217_0105_S01_1.jpg,2020/12/17,,2592,4608,80,0,,0,1,4,26,0,"[{'xtl': 3019, 'ytl': 435, 'xbr': 3959, 'ybr': 1917}]"
66,V006_80_0_00_01_05_26_0_c32_20201215_0051_S01_1.jpg,2020/12/15,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 0, 'ytl': 1348, 'xbr': 3024, 'ybr': 3598}]"
67,V006_80_0_00_01_04_26_0_c32_20201217_0442_S01_1.jpg,2020/12/17,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 1022, 'ytl': 1872, 'xbr': 1712, 'ybr': 3022}]"
68,V006_80_0_00_01_04_26_0_c17_20201202_0003_S01_1.jpg,2020/12/02,,3000,4000,80,0,,0,1,4,26,0,"[{'xtl': 340, 'ytl': 1563, 'xbr': 4000, 'ybr': 2070}]"
69,V006_80_0_00_01_04_26_0_c32_20201217_0457_S01_1.jpg,2020/12/17,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 1257, 'ytl': 1722, 'xbr': 1902, 'ybr': 3027}]"
70,V006_80_0_00_01_04_26_0_c17_20201202_0016_S01_1.jpg,2020/12/02,,4000,3000,80,0,,0,1,4,26,0,"[{'xtl': 1160, 'ytl': 0, 'xbr': 1980, 'ybr': 4000}]"
71,V006_80_0_00_01_05_26_0_c32_20201215_0044_S01_1.jpg,2020/12/15,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 0, 'ytl': 2787, 'xbr': 2819, 'ybr': 4032}]"
72,V006_80_0_00_01_05_26_0_c31_20201216_1028_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 1020, 'ytl': 35, 'xbr': 1214, 'ybr': 3335}]"
73,V006_80_0_00_01_05_25_0_c06_20201020_0126_S01_1.jpg,2020/10/20,,3024,3024,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 0, 'xbr': 3024, 'ybr': 2293}]"
74,V006_80_0_00_01_04_25_0_c01_20201026_0111_S01_1.jpg,2020/10/26,,2268,4032,80,0,,0,1,4,25,0,"[{'xtl': 10, 'ytl': 402, 'xbr': 3550, 'ybr': 1588}]"
75,V006_80_0_00_01_05_26_0_c31_20201216_0540_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 1154, 'ytl': 116, 'xbr': 1375, 'ybr': 3214}]"
76,V006_80_0_00_01_03_25_0_c32_20201028_0053_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 1011, 'ytl': 864, 'xbr': 2761, 'ybr': 2154}]"
77,V006_80_0_00_01_03_25_0_c06_20201028_0301_S01_1.jpg,2020/10/28,,3024,3024,80,0,,0,1,3,25,0,"[{'xtl': 156, 'ytl': 622, 'xbr': 2256, 'ybr': 2714}]"
78,V006_80_0_00_01_03_25_0_c06_20201028_0314_S01_1.jpg,2020/10/28,,3024,3024,80,0,,0,1,3,25,0,"[{'xtl': 692, 'ytl': 686, 'xbr': 2376, 'ybr': 2478}]"
79,V006_80_0_00_01_05_26_0_c31_20201216_0555_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 517, 'ytl': 1029, 'xbr': 1203, 'ybr': 2518}]"
80,V006_80_0_00_01_03_25_0_c32_20201028_0046_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 1141, 'ytl': 724, 'xbr': 2941, 'ybr': 2294}]"
81,V006_80_0_00_01_05_25_0_c42_20201020_0131_S01_1.jpg,2020/10/20,,2448,3264,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 865, 'xbr': 3264, 'ybr': 1883}]"
82,V006_80_0_00_01_04_25_0_c14_20201104_0001_S01_1.jpg,2020/11/04,,960,720,80,0,,0,1,4,25,0,"[{'xtl': 427, 'ytl': 22, 'xbr': 534, 'ybr': 802}]"
83,V006_80_0_00_01_03_25_0_c14_20201103_0012_S01_1.jpg,2020/11/03,,960,720,80,0,,0,1,3,25,0,"[{'xtl': 62, 'ytl': 97, 'xbr': 566, 'ybr': 765}]"
84,V006_80_0_00_01_04_25_0_c14_20201104_0014_S01_1.jpg,2020/11/04,,960,720,80,0,,0,1,4,25,0,"[{'xtl': 254, 'ytl': 25, 'xbr': 480, 'ybr': 957}]"
85,V006_80_0_00_01_05_25_0_c42_20201020_0124_S01_1.jpg,2020/10/20,,2448,3264,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 709, 'xbr': 3159, 'ybr': 2448}]"
86,V006_80_0_00_01_04_25_0_c06_20201020_0142_S01_1.jpg,2020/10/20,,3024,3024,80,0,,0,1,4,25,0,"[{'xtl': 1207, 'ytl': 0, 'xbr': 2405, 'ybr': 3024}]"
87,V006_80_0_00_01_04_26_0_b07_20201201_0045_S01_2.jpg,2020/12/01,,1836,3264,80,0,,0,1,4,26,0,"[{'xtl': 1578, 'ytl': 561, 'xbr': 2391, 'ybr': 1014}]"
88,V006_80_0_00_01_04_25_0_c06_20201020_0157_S01_1.jpg,2020/10/20,,3024,3024,80,0,,0,1,4,25,0,"[{'xtl': 897, 'ytl': 0, 'xbr': 2507, 'ybr': 3024}]"
89,V006_80_0_00_01_05_25_0_c01_20201026_0175_S01_1.jpg,2020/10/26,,2268,4032,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 344, 'xbr': 4021, 'ybr': 1779}]"
90,V006_80_0_00_01_04_26_0_c17_20201117_0052_S01_1.jpg,2020/11/17,,4000,3000,80,0,,0,1,4,26,0,"[{'xtl': 1171, 'ytl': 0, 'xbr': 1776, 'ybr': 4000}]"
91,V006_80_0_00_01_05_25_0_c01_20201026_0160_S01_1.jpg,2020/10/26,,2268,4032,80,0,,0,1,5,25,0,"[{'xtl': 405, 'ytl': 849, 'xbr': 4032, 'ybr': 2268}]"
92,V006_80_0_00_01_05_25_0_c06_20201030_0058_S01_1.jpg,2020/10/30,,3024,3024,80,0,,0,1,5,25,0,"[{'xtl': 1015, 'ytl': 543, 'xbr': 3024, 'ybr': 2508}]"
93,V006_80_0_00_01_03_25_0_c01_20201028_0083_S01_1.jpg,2020/10/28,,2268,4032,80,0,,0,1,3,25,0,"[{'xtl': 1617, 'ytl': 529, 'xbr': 2915, 'ybr': 2207}]"
94,V006_80_0_00_01_03_25_0_c06_20201026_0529_S01_1.jpg,2020/10/26,,3024,3024,80,0,,0,1,3,25,0,"[{'xtl': 432, 'ytl': 663, 'xbr': 2872, 'ybr': 2264}]"
95,V006_80_0_00_01_05_26_0_c32_20201215_V006_80_0_00_01_05_26_0_c32_20201215_S01_103020302_S01_1.jpg,2020/12/15,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 0, 'ytl': 0, 'xbr': 1742, 'ybr': 2546}]"
96,V006_80_0_00_01_03_25_0_c13_20201030_0125_S01_1.jpg,2020/10/30,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 734, 'ytl': 542, 'xbr': 3593, 'ybr': 2749}]"
97,V006_80_0_00_01_05_26_0_c32_20201215_V006_80_0_00_01_05_26_0_c32_20201215_S01_102110211_S01_1.jpg,2020/12/15,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 1230, 'ytl': 546, 'xbr': 1726, 'ybr': 3510}]"
98,V006_80_0_00_01_05_25_0_c13_20201020_0209_S01_1.jpg,2020/10/20,,3024,4032,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 1250, 'xbr': 4032, 'ybr': 2943}]"
99,V006_80_0_00_01_03_25_0_c13_20201030_0130_S01_1.jpg,2020/10/30,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 543, 'ytl': 617, 'xbr': 3912, 'ybr': 2464}]"
100,V006_80_0_00_01_04_26_0_c15_20201202_0024_S01_1.jpg,2020/12/02,,3264,1468,80,0,,0,1,4,26,0,"[{'xtl': 534, 'ytl': 0, 'xbr': 1044, 'ybr': 2927}]"
101,V006_80_0_00_01_04_25_0_c06_20201028_0122_S01_1.jpg,2020/10/28,,3024,3024,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 1242, 'xbr': 3024, 'ybr': 2116}]"
102,V006_80_0_00_01_04_25_0_c06_20201028_0137_S01_1.jpg,2020/10/28,,3024,3024,80,0,,0,1,4,25,0,"[{'xtl': 1047, 'ytl': 0, 'xbr': 2144, 'ybr': 3024}]"
103,V006_80_0_00_01_05_25_0_c13_20201028_0034_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 0, 'xbr': 4032, 'ybr': 2908}]"
104,V006_80_0_00_01_05_25_0_c13_20201028_0021_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 0, 'xbr': 4032, 'ybr': 1444}]"
105,V006_80_0_00_01_03_25_0_c12_20201026_0162_S01_1.JPG,2020/10/26,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 1633, 'ytl': 821, 'xbr': 3443, 'ybr': 2053}]"
106,V006_80_0_00_01_05_25_0_c01_20201029_0178_S01_1.jpg,2020/10/29,,2268,4032,80,0,,0,1,5,25,0,"[{'xtl': 539, 'ytl': 469, 'xbr': 3639, 'ybr': 1848}]"
107,V006_80_0_00_01_03_25_0_c12_20201026_0177_S01_1.JPG,2020/10/26,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 1660, 'ytl': 983, 'xbr': 3566, 'ybr': 2310}]"
108,V006_80_0_00_01_05_26_0_c31_20201216_0708_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 1064, 'ytl': 0, 'xbr': 1282, 'ybr': 2745}]"
109,V006_80_0_00_01_04_26_0_c32_20201215_0985_S01_1.jpg,2020/12/15,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 1019, 'ytl': 911, 'xbr': 2081, 'ybr': 3082}]"
110,V006_80_0_00_01_04_25_0_c32_20201028_0038_S01_1.jpg,2020/10/28,,3024,4032,80,0,,0,1,4,25,0,"[{'xtl': 766, 'ytl': 1340, 'xbr': 3822, 'ybr': 1536}]"
111,V006_80_0_00_01_04_25_0_c01_20201020_0088_S01_1.jpg,2020/10/20,,2268,4032,80,0,,0,1,4,25,0,"[{'xtl': 0, 'ytl': 882, 'xbr': 3440, 'ybr': 1942}]"
112,V006_80_0_00_01_04_26_0_c32_20201215_0990_S01_1.jpg,2020/12/15,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 1385, 'ytl': 1050, 'xbr': 1845, 'ybr': 2646}]"
113,V006_80_0_00_01_05_25_0_c13_20201020_0054_S01_1.jpg,2020/10/20,,3024,4032,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 1084, 'xbr': 4032, 'ybr': 2102}]"
114,V006_80_0_00_01_04_26_0_c32_20201217_0386_S01_1.jpg,2020/12/17,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 1009, 'ytl': 0, 'xbr': 1907, 'ybr': 3542}]"
115,V006_80_0_00_01_04_26_0_c32_20201217_0393_S01_1.jpg,2020/12/17,,4032,3024,80,0,,0,1,4,26,0,"[{'xtl': 672, 'ytl': 0, 'xbr': 1388, 'ybr': 3098}]"
116,V006_80_0_00_01_05_25_0_c13_20201020_0041_S01_1.jpg,2020/10/20,,3024,4032,80,0,,0,1,5,25,0,"[{'xtl': 755, 'ytl': 1386, 'xbr': 2511, 'ybr': 2373}]"
117,V006_80_0_00_01_05_26_0_c32_20201217_0027_S01_1.jpg,2020/12/17,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 2116, 'ytl': 325, 'xbr': 3024, 'ybr': 1538}]"
118,v006_80_0_00_01_04_26_0_b07_20201215_0166_S01_1.jpg,2020/12/15,,2592,4608,80,0,,0,1,4,26,0,"[{'xtl': 1920, 'ytl': 237, 'xbr': 3661, 'ybr': 2222}]"
119,V006_80_0_00_01_05_26_0_c32_20201217_0032_S01_1.jpg,2020/12/17,,4032,3024,80,0,,0,1,5,26,0,"[{'xtl': 745, 'ytl': 1221, 'xbr': 1953, 'ybr': 4032}]"
120,V006_80_0_00_01_05_26_0_c31_20201216_0141_S01_1.jpg,2020/12/16,,4032,2268,80,0,,0,1,5,26,0,"[{'xtl': 1175, 'ytl': 0, 'xbr': 1363, 'ybr': 1767}]"
121,V006_80_0_00_01_05_25_0_c42_20201026_0378_S01_1.jpg,2020/10/26,,2448,3264,80,0,,0,1,5,25,0,"[{'xtl': 0, 'ytl': 542, 'xbr': 3264, 'ybr': 1757}]"
122,V006_80_0_00_01_03_25_0_c13_20201022_0038_S01_1.jpg,2020/10/22,,3024,4032,80,0,,0,1,3,25,0,"[{'xtl': 681, 'ytl': 42, 'xbr': 3567, 'ybr': 2873}]"
123,V006_80_0_00_01_05_25_0_c13_20201026_0040_S01_1.jpg,2020/10/26,,3024,4032,80,0,,0,1,5,25,0,"[{'xtl': 1116, 'ytl': 799, 'xbr': 4025, 'ybr': 1785}]"
124,V006_80_0_00_01_04_26_0_b07_20201217_0088_S01_1.jpg,2020/12/17,,2592,4608,80,0,,0,1,4,26,0,"[{'xtl': 1898, 'ytl': 114, 'xbr': 2413, 'ybr': 1684}]"
