,image,date,worker,height,width,task,type,region,disease,crop,area,grow,risk,points
43,V006_80_1_06_02_03_23_1_5009y_20201019_74.jpg,2020/10/19,,3024,4032,80,,2,6,2,3,23,1,"[{'xtl': 882, 'ytl': 888, 'xbr': 3836, 'ybr': 2342}]"
44,V006_80_1_07_02_01_23_2_6319b_20201019_17.jpg,2020/10/19,,3024,3024,80,,5,7,2,1,23,2,"[{'xtl': 1096, 'ytl': 1176, 'xbr': 1528, 'ybr': 1584}]"
45,V006_80_1_05_02_04_22_2_1905y_20200917_70.jpg,2020/09/17,,3024,4032,80,,6,5,2,4,22,2,"[{'xtl': 1012, 'ytl': 998, 'xbr': 2479, 'ybr': 2186}]"
46,V006_80_1_04_02_03_23_3_4142r_20201006_9.jpg,2020/10/06,,3024,4032,80,,8,4,2,3,22,2,"[{'xtl': 1255, 'ytl': 922, 'xbr': 3036, 'ybr': 1833}]"
47,V006_80_1_06_02_03_23_2_3463y_20201021_167.jpg,2020/10/21,,2448,3264,80,,2,6,2,3,23,2,"[{'xtl': 158, 'ytl': 490, 'xbr': 3018, 'ybr': 2067}]"
48,V006_80_1_05_02_04_22_2_3372y_20201016_35.JPG,2020/10/16,,3024,4032,80,,7,5,2,5,22,2,"[{'xtl': 48, 'ytl': 56, 'xbr': 3836, 'ybr': 2876}]"
49,V006_80_1_04_02_03_23_3_9177r_20201104_2.jpg,2020/11/04,,3024,3024,80,,9,4,2,3,23,3,"[{'xtl': 960, 'ytl': 841, 'xbr': 1875, 'ybr': 1772}]"
50,V006_80_1_03_02_03_22_2_0103t_20201011_42.JPG,2020/10/11,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 938, 'ytl': 543, 'xbr': 3188, 'ybr': 2228}]"
51,V006_80_1_04_02_04_23_3_4299b_20200929_5.png,2020/09/29,,3024,3024,80,,8,4,2,4,23,3,"[{'xtl': 1648, 'ytl': 1556, 'xbr': 1912, 'ybr': 1936}]"
52,V006_80_1_05_02_04_22_2_5790y_20201111_6.JPG,2020/11/11,,3024,4032,80,,7,5,2,5,22,2,"[{'xtl': 2763, 'ytl': 1251, 'xbr': 3549, 'ybr': 1631}]"
53,V006_80_1_05_02_04_22_2_5790y_20201107_14.JPG,2020/11/07,,3024,4032,80,,7,5,2,5,22,2,"[{'xtl': 2101, 'ytl': 1397, 'xbr': 2688, 'ybr': 1610}]"
54,V006_80_1_07_02_01_23_2_1655w_20200916_22.JPG,2020/09/16,,3096,4128,80,,4,7,2,1,23,2,"[{'xtl': 1068, 'ytl': 88, 'xbr': 3320, 'ybr': 2512}]"
55,V006_80_1_05_02_04_22_2_2643y_20201019_34.jpg,2020/10/19,,3024,4032,80,,5,5,2,4,22,2,"[{'xtl': 0, 'ytl': 816, 'xbr': 3824, 'ybr': 1788}]"
56,V006_80_1_03_02_03_22_2_0093w_20201017_28.jpg,2020/10/17,,3024,4032,80,,6,3,2,3,22,2,"[{'xtl': 34, 'ytl': 16, 'xbr': 4014, 'ybr': 3006}]"
57,V006_80_1_07_02_01_23_2_4498w_20201016_24.JPG,2020/10/16,,3096,4128,80,,6,7,2,1,23,2,"[{'xtl': 1127, 'ytl': 516, 'xbr': 3507, 'ybr': 2928}]"
58,V006_80_1_03_02_03_22_2_0093w_20200918_48.JPG,2020/09/18,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 1612, 'ytl': 992, 'xbr': 3936, 'ybr': 2276}]"
59,V006_80_1_03_02_03_22_2_5850t_20201011_159.JPG,2020/10/11,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 240, 'ytl': 900, 'xbr': 3364, 'ybr': 2652}]"
60,V006_80_1_05_02_04_22_2_5790y_20201003_12.JPG,2020/10/03,,3024,4032,80,,7,5,2,5,22,2,"[{'xtl': 1396, 'ytl': 148, 'xbr': 3024, 'ybr': 2524}]"
61,V006_80_1_03_02_03_22_2_0103t_20201031_12.JPG,2020/10/31,,4640,6960,80,,7,3,2,3,22,2,"[{'xtl': 3026, 'ytl': 1740, 'xbr': 3673, 'ybr': 2720}]"
62,V006_80_1_03_02_03_22_2_0093w_20200918_49.JPG,2020/09/18,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 100, 'ytl': 408, 'xbr': 3916, 'ybr': 2980}]"
63,V006_80_1_07_02_01_23_2_4498w_20201016_25.JPG,2020/10/16,,3096,4128,80,,6,7,2,1,23,2,"[{'xtl': 1067, 'ytl': 332, 'xbr': 3711, 'ybr': 2972}]"
64,V006_80_1_03_02_03_22_2_0103t_20201011_43.JPG,2020/10/11,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 218, 'ytl': 53, 'xbr': 3978, 'ybr': 2283}]"
65,V006_80_1_07_02_01_23_2_1655w_20200916_23.JPG,2020/09/16,,3096,4128,80,,4,7,2,1,23,2,"[{'xtl': 64, 'ytl': 272, 'xbr': 3300, 'ybr': 2872}]"
66,V006_80_1_03_02_03_22_2_5850t_20201011_158.JPG,2020/10/11,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 0, 'ytl': 0, 'xbr': 4032, 'ybr': 2672}]"
67,V006_80_1_07_02_01_23_2_3254y_20201108_11.JPG,2020/11/08,,4640,6960,80,,4,7,2,1,23,2,"[{'xtl': 2246, 'ytl': 1519, 'xbr': 4620, 'ybr': 3860}]"
68,V006_80_1_05_02_04_22_2_2643y_20200921_7.JPG,2020/09/21,,3024,3024,80,,3,5,2,4,22,2,"[{'xtl': 8, 'ytl': 24, 'xbr': 2980, 'ybr': 1844}]"
69,V006_80_1_06_02_03_23_3_4147y_20201128_279.jpg,2020/11/28,,1440,2560,80,,2,6,2,3,23,3,"[{'xtl': 269, 'ytl': 154, 'xbr': 2090, 'ybr': 1354}]"
70,V006_80_1_06_02_03_23_2_5009y_20201013_32.jpg,2020/10/13,,3024,4032,80,,2,6,2,3,23,2,"[{'xtl': 672, 'ytl': 612, 'xbr': 3202, 'ybr': 2362}]"
71,V006_80_1_06_02_03_23_3_0529y_20200916_4.jpg,2020/09/16,,1440,2560,80,,2,6,2,3,23,3,"[{'xtl': 893, 'ytl': 128, 'xbr': 2360, 'ybr': 1088}]"
72,V006_80_1_03_02_03_22_2_7288w_20201009_11.JPG,2020/10/09,,3024,3024,80,,4,3,2,3,22,2,"[{'xtl': 648, 'ytl': 1004, 'xbr': 2368, 'ybr': 2060}]"
73,V006_80_1_05_02_04_22_2_3372y_20201013_60.JPG,2020/10/13,,3024,4032,80,,3,5,2,5,22,2,"[{'xtl': 80, 'ytl': 144, 'xbr': 3776, 'ybr': 2940}]"
74,V006_80_1_07_02_01_23_2_6319b_20201016_33.jpg,2020/10/16,,4028,6042,80,,5,7,2,1,23,2,"[{'xtl': 2201, 'ytl': 2144, 'xbr': 3036, 'ybr': 2939}]"
75,V006_80_1_04_02_03_23_3_9177r_20201129_6.jpg,2020/11/29,,3024,3024,80,,9,4,2,3,23,3,"[{'xtl': 1800, 'ytl': 1977, 'xbr': 2417, 'ybr': 2711}]"
76,V006_80_1_05_02_04_22_2_2643y_20200921_6.JPG,2020/09/21,,3024,3024,80,,7,5,2,4,22,2,"[{'xtl': 8, 'ytl': 804, 'xbr': 568, 'ybr': 1812}]"
77,V006_80_1_05_02_04_22_2_1905y_20201017_35.JPG,2020/10/17,,4640,6960,80,,7,5,2,4,22,2,"[{'xtl': 2458, 'ytl': 964, 'xbr': 6588, 'ybr': 3474}]"
78,V006_80_1_04_02_04_23_3_4142r_20200916_19.jpg,2020/09/16,,3024,4032,80,,8,4,2,3,22,3,"[{'xtl': 1760, 'ytl': 1283, 'xbr': 2356, 'ybr': 2079}]"
79,V006_80_1_05_02_04_22_2_3880y_20201001_15.jpg,2020/10/01,,3024,3024,80,,3,5,2,11,22,2,"[{'xtl': 336, 'ytl': 16, 'xbr': 1732, 'ybr': 2932}]"
80,V006_80_1_06_02_03_23_2_5009y_20201013_33.jpg,2020/10/13,,1440,2560,80,,2,6,2,3,23,2,"[{'xtl': 202, 'ytl': 91, 'xbr': 2222, 'ybr': 1440}]"
81,V006_80_1_03_02_03_22_2_5850t_20200923_01.jpg,2020/09/23,,3024,4032,80,,7,3,2,9,22,2,"[{'xtl': 0, 'ytl': 4, 'xbr': 4032, 'ybr': 3024}]"
82,V006_80_1_07_02_01_23_2_6319b_20201016_32.jpg,2020/10/16,,4028,6042,80,,5,7,2,1,23,2,"[{'xtl': 3716, 'ytl': 1519, 'xbr': 4396, 'ybr': 2144}]"
83,V006_80_1_03_02_03_22_2_7288w_20201009_10.JPG,2020/10/09,,3024,3024,80,,4,3,2,3,22,2,"[{'xtl': 1248, 'ytl': 1196, 'xbr': 2276, 'ybr': 2172}]"
84,V006_80_1_05_02_04_22_2_3372y_20201013_61.JPG,2020/10/13,,3024,4032,80,,3,5,2,5,22,2,"[{'xtl': 164, 'ytl': 160, 'xbr': 3680, 'ybr': 2796}]"
85,V006_80_1_06_02_03_23_2_7762y_20201020_160.jpg,2020/10/20,,2448,3264,80,,2,6,2,3,23,2,"[{'xtl': 134, 'ytl': 95, 'xbr': 3260, 'ybr': 2369}]"
86,V006_80_1_07_02_01_23_2_6319b_20201021_59.jpg,2020/10/21,,3648,5472,80,,7,7,2,1,23,2,"[{'xtl': 1501, 'ytl': 359, 'xbr': 4006, 'ybr': 3044}]"
87,V006_80_1_03_02_03_22_2_0093w_20201112_12.jpg,2020/11/12,,3024,4032,80,,3,3,2,3,22,2,"[{'xtl': 376, 'ytl': 506, 'xbr': 3806, 'ybr': 2496}]"
88,V006_80_1_04_02_03_22_3_9177r_20200916_7.jpg,2020/09/16,,3024,3024,80,,9,4,2,3,23,3,"[{'xtl': 1324, 'ytl': 1196, 'xbr': 1620, 'ybr': 1392}]"
89,V006_80_1_03_02_03_22_2_0093w_20201016_14.jpg,2020/10/16,,3024,4032,80,,5,3,2,3,22,2,"[{'xtl': 848, 'ytl': 0, 'xbr': 3978, 'ybr': 464}]"
90,V006_80_1_05_02_04_22_2_3372y_20201020_62.JPG,2020/10/20,,3024,4032,80,,7,5,2,5,22,2,"[{'xtl': 160, 'ytl': 80, 'xbr': 3988, 'ybr': 2956}]"
91,V006_80_1_06_02_03_21_2_7762y_20201027_233.jpg,2020/10/27,,2448,3264,80,,2,6,2,3,21,2,"[{'xtl': 406, 'ytl': 898, 'xbr': 2846, 'ybr': 1698}]"
92,V006_80_1_06_02_03_21_2_3694y_20201028_239.jpg,2020/10/28,,1440,2560,80,,2,6,2,3,21,2,"[{'xtl': 312, 'ytl': 105, 'xbr': 1827, 'ybr': 1398}]"
93,V006_80_1_06_02_03_23_2_0529y_20200928_36.jpg,2020/09/28,,3024,4032,80,,2,6,2,3,23,2,"[{'xtl': 849, 'ytl': 875, 'xbr': 3528, 'ybr': 2375}]"
94,V006_80_1_06_02_03_23_2_4147y_20201021_164.jpg,2020/10/21,,3024,4032,80,,2,6,2,3,23,2,"[{'xtl': 432, 'ytl': 360, 'xbr': 3676, 'ybr': 2304}]"
95,V006_80_1_05_02_04_22_2_3372y_20201126_6.JPG,2020/11/26,,2448,3264,80,,4,5,2,5,22,2,"[{'xtl': 117, 'ytl': 162, 'xbr': 3167, 'ybr': 2292}]"
96,V006_80_1_07_02_01_23_2_4498w_20201013_71.JPG,2020/10/13,,3096,4128,80,,,7,2,,23,2,"[{'xtl': 923, 'ytl': 504, 'xbr': 3335, 'ybr': 2680}]"
97,V006_80_1_06_02_03_23_3_0529y_20201021_118.jpg,2020/10/21,,2448,3264,80,,2,6,2,3,23,3,"[{'xtl': 167, 'ytl': 701, 'xbr': 2807, 'ybr': 2131}]"
98,V006_80_1_07_02_01_23_2_6319b_20201021_58.jpg,2020/10/21,,3648,5472,80,,7,7,2,1,23,2,"[{'xtl': 1341, 'ytl': 259, 'xbr': 4191, 'ybr': 2944}]"
99,V006_80_1_03_02_03_22_2_0093w_20201016_15.jpg,2020/10/16,,2448,3264,80,,6,3,2,3,22,2,"[{'xtl': 1873, 'ytl': 104, 'xbr': 3197, 'ybr': 2321}]"
100,V006_80_1_05_02_04_22_2_2643y_20200916_7.jpg,2020/09/16,,3024,4032,80,,4,5,2,4,22,2,"[{'xtl': 1192, 'ytl': 816, 'xbr': 3144, 'ybr': 1912}]"
101,V006_80_1_05_02_04_22_2_3372y_20201020_63.JPG,2020/10/20,,2448,3264,80,,7,5,2,5,22,2,"[{'xtl': 72, 'ytl': 50, 'xbr': 3068, 'ybr': 2327}]"
102,V006_80_1_07_02_01_23_2_4498w_20200916_60.JPG,2020/09/16,,3096,4128,80,,,7,2,,23,2,"[{'xtl': 1544, 'ytl': 108, 'xbr': 3824, 'ybr': 2260}]"
103,V006_80_1_04_02_03_22_3_9177r_20200916_6.jpg,2020/09/16,,3024,3024,80,,8,4,2,3,23,3,"[{'xtl': 1988, 'ytl': 1909, 'xbr': 2268, 'ybr': 2181}]"
104,V006_80_1_07_02_01_23_2_6319b_20200924_49.jpg,2020/09/24,,3096,4128,80,,4,7,2,1,23,2,"[{'xtl': 1117, 'ytl': 221, 'xbr': 3097, 'ybr': 2437}]"
105,V006_80_1_06_02_03_23_2_0341b_20200918_31.jpg,2020/09/18,,2448,3264,80,,2,6,2,3,23,2,"[{'xtl': 907, 'ytl': 776, 'xbr': 2687, 'ybr': 1791}]"
106,V006_80_1_04_02_03_22_3_2370b_20200930_3.jpg,2020/09/30,,3024,4032,80,,8,4,2,3,22,3,"[{'xtl': 2978, 'ytl': 529, 'xbr': 3863, 'ybr': 1600}]"
107,V006_80_1_07_02_01_23_2_4498w_20201003_11.JPG,2020/10/03,,3096,4128,80,,,7,2,,23,2,"[{'xtl': 1168, 'ytl': 528, 'xbr': 2888, 'ybr': 2364}]"
108,V006_80_1_05_02_04_22_2_2643y_20200923_31.JPG,2020/09/23,,3024,3024,80,,4,5,2,4,22,2,"[{'xtl': 16, 'ytl': 24, 'xbr': 944, 'ybr': 3000}]"
109,V006_80_1_04_02_05_23_3_4069y_20201014_15.jpg,2020/10/14,,2206,1654,80,,8,4,2,5,23,3,"[{'xtl': 418, 'ytl': 1034, 'xbr': 1055, 'ybr': 1237}]"
110,V006_80_1_04_02_03_23_2_4299w_20201028_18.png,2020/10/28,,2208,1656,80,,8,4,2,3,23,2,"[{'xtl': 416, 'ytl': 852, 'xbr': 1069, 'ybr': 1527}]"
111,V006_80_1_04_02_03_23_2_4299b_20201021_20.png,2020/10/21,,2992,2992,80,,8,4,2,3,23,2,"[{'xtl': 1464, 'ytl': 1464, 'xbr': 1756, 'ybr': 2192}]"
112,V006_80_1_04_02_03_23_2_4299w_20201028_19.png,2020/10/28,,2208,1656,80,,8,4,2,3,23,2,"[{'xtl': 170, 'ytl': 792, 'xbr': 733, 'ybr': 1284}]"
113,V006_80_1_05_02_04_22_2_3880y_20201106_20.JPG,2020/11/06,,4640,6960,80,,6,5,2,5,22,2,"[{'xtl': 2466, 'ytl': 1180, 'xbr': 4926, 'ybr': 4620}]"
114,V006_80_1_06_02_03_23_1_3463y_20201016_121.jpg,2020/10/16,,1440,2560,80,,2,6,2,3,23,1,"[{'xtl': 172, 'ytl': 96, 'xbr': 2447, 'ybr': 1327}]"
115,V006_80_1_05_02_04_22_2_2643y_20200923_30.JPG,2020/09/23,,3024,3024,80,,3,5,2,4,22,2,"[{'xtl': 332, 'ytl': 464, 'xbr': 2516, 'ybr': 2660}]"
116,V006_80_1_06_02_03_23_3_0529y_20201022_129.jpg,2020/10/22,,2448,3264,80,,2,6,2,3,23,3,"[{'xtl': 957, 'ytl': 546, 'xbr': 2377, 'ybr': 1966}]"
117,V006_80_1_04_02_03_23_2_8481y_20200928_2.png,2020/09/28,,3024,4032,80,,8,4,2,3,23,2,"[{'xtl': 600, 'ytl': 594, 'xbr': 2228, 'ybr': 1942}]"
118,V006_80_1_04_02_05_22_3_2581b_20201114_97.JPG,2020/11/14,,2592,4608,80,,8,4,2,5,22,3,"[{'xtl': 616, 'ytl': 824, 'xbr': 3168, 'ybr': 1724}]"
119,V006_80_1_04_02_03_23_3_2186r_20201007_10.jpg,2020/10/07,,3024,4032,80,,8,4,2,3,23,3,"[{'xtl': 1152, 'ytl': 632, 'xbr': 1680, 'ybr': 1208}]"
120,V006_80_1_03_02_03_22_2_0103t_20200918_45.jpg,2020/09/18,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 660, 'ytl': 624, 'xbr': 3936, 'ybr': 2971}]"
121,V006_80_1_07_02_01_23_2_6319b_20200923_13.jpg,2020/09/23,,3096,4128,80,,4,7,2,1,23,2,"[{'xtl': 1363, 'ytl': 867, 'xbr': 3159, 'ybr': 2431}]"
122,V006_80_1_03_02_03_22_2_7288w_20200916_10.JPG,2020/09/16,,6936,9248,80,,3,3,2,3,22,2,"[{'xtl': 2108, 'ytl': 2208, 'xbr': 8068, 'ybr': 4798}]"
123,V006_80_1_03_02_03_22_2_7288w_20201019_70.JPG,2020/10/19,,3096,4128,80,,4,3,2,3,22,2,"[{'xtl': 435, 'ytl': 192, 'xbr': 3360, 'ybr': 2172}]"
124,V006_80_1_05_02_04_22_2_1905y_20200922_14.jpg,2020/09/22,,3024,4032,80,,6,5,2,5,22,2,"[{'xtl': 1040, 'ytl': 1726, 'xbr': 3872, 'ybr': 2650}]"
125,V006_80_1_06_02_03_23_3_3694y_20201023_205.jpg,2020/10/23,,1440,2560,80,,2,6,2,3,23,3,"[{'xtl': 204, 'ytl': 366, 'xbr': 2228, 'ybr': 1326}]"
126,V006_80_1_04_02_03_23_2_8481y_20200928_3.png,2020/09/28,,3024,4032,80,,8,4,2,3,23,2,"[{'xtl': 905, 'ytl': 367, 'xbr': 3663, 'ybr': 2131}]"
127,V006_80_1_04_02_05_22_3_2581b_20201114_96.JPG,2020/11/14,,4608,2592,80,,8,4,2,5,22,3,"[{'xtl': 602, 'ytl': 530, 'xbr': 1816, 'ybr': 4170}]"
128,V006_80_1_07_02_01_23_2_4498w_20201010_42.JPG,2020/10/10,,2448,3264,80,,,7,2,,23,2,"[{'xtl': 852, 'ytl': 669, 'xbr': 1954, 'ybr': 1898}]"
129,V006_80_1_03_02_03_22_2_7288w_20200916_11.JPG,2020/09/16,,6936,9248,80,,3,3,2,3,22,2,"[{'xtl': 3214, 'ytl': 2123, 'xbr': 8354, 'ybr': 5953}]"
130,V006_80_1_05_02_04_22_2_1905y_20200922_15.JPG,2020/09/22,,4640,6960,80,,4,5,2,5,22,2,"[{'xtl': 1290, 'ytl': 2430, 'xbr': 2370, 'ybr': 2927}]"
131,V006_80_1_03_02_03_22_2_0103t_20200918_44.jpg,2020/09/18,,3024,4032,80,,7,3,2,3,22,2,"[{'xtl': 356, 'ytl': 908, 'xbr': 2948, 'ybr': 2552}]"
